/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloadb -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-27 13:42:27:609 0 sec: 0 operations; est completion in 0 second 
2020-03-27 13:42:37:592 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:42:47:592 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
2020-03-27 13:42:57:592 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Loading oblivious tables.
2020-03-27 13:43:07:592 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:43:17:592 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:43:27:592 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:43:37:592 70 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:43:47:592 80 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:43:57:592 90 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:44:07:592 100 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:44:17:592 110 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:44:27:592 120 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-27 13:44:37:592 130 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-27 13:44:47:592 6 sec: 77 operations; 7.7 current ops/sec; est completion in 10 days 4 hours [SCAN: Count=77, Max=164863, Min=15888, Avg=86759.01, 90=149759, 99=164863, 99.9=164863, 99.99=164863] 
2020-03-27 13:46:57:592 136 sec: 1546 operations; 11.3 current ops/sec; est completion in 10 days 5 hours [SCAN: Count=113, Max=158975, Min=15488, Avg=88701.77, 90=155263, 99=158975, 99.9=158975, 99.99=158975] 
2020-03-27 13:47:07:592 146 sec: 1669 operations; 12.3 current ops/sec; est completion in 10 days 4 hours [SCAN: Count=123, Max=171519, Min=15720, Avg=80022.63, 90=143231, 99=159615, 99.9=171519, 99.99=171519] 
2020-03-27 13:47:17:592 156 sec: 1779 operations; 11 current ops/sec; est completion in 10 days 4 hours [SCAN: Count=110, Max=159615, Min=15832, Avg=91673.64, 90=157055, 99=158975, 99.9=159615, 99.99=159615] 
2020-03-27 13:47:27:592 166 sec: 1891 operations; 11.2 current ops/sec; est completion in 10 days 4 hours [SCAN: Count=112, Max=161791, Min=15552, Avg=89800.71, 90=142847, 99=158975, 99.9=161791, 99.99=161791] 
2020-03-27 13:47:37:592 176 sec: 2001 operations; 11 current ops/sec; est completion in 10 days 5 hours [SCAN: Count=110, Max=171391, Min=15712, Avg=90706.44, 90=158207, 99=159231, 99.9=171391, 99.99=171391] 
2020-03-27 13:47:47:592 186 sec: 2115 operations; 11.4 current ops/sec; est completion in 10 days 5 hours [SCAN: Count=114, Max=158463, Min=15552, Avg=87798.25, 90=142719, 99=158335, 99.9=158463, 99.99=158463] 
2020-03-27 13:47:57:592 196 sec: 2230 operations; 11.5 current ops/sec; est completion in 10 days 5 hours [SCAN: Count=115, Max=160127, Min=15888, Avg=86615.37, 90=158079, 99=158975, 99.9=160127, 99.99=160127] 
2020-03-27 13:48:07:592 206 sec: 2342 operations; 11.2 current ops/sec; est completion in 10 days 5 hours [SCAN: Count=112, Max=158847, Min=15592, Avg=89401.07, 90=156415, 99=158591, 99.9=158847, 99.99=158847] 
2020-03-27 13:48:17:598 216 sec: 2460 operations; 11.8 current ops/sec; est completion in 10 days 4 hours [SCAN: Count=118, Max=171519, Min=15616, Avg=84812.54, 90=157951, 99=170879, 99.9=171519, 99.99=171519] 
2020-03-27 13:48:27:592 226 sec: 2577 operations; 11.7 current ops/sec; est completion in 10 days 4 hours [SCAN: Count=118, Max=158975, Min=15408, Avg=84837.39, 90=142719, 99=158975, 99.9=158975, 99.99=158975] 
2020-03-27 13:48:37:592 236 sec: 2696 operations; 11.9 current ops/sec; est completion in 10 days 3 hours [SCAN: Count=118, Max=158975, Min=15776, Avg=84251.66, 90=157439, 99=158591, 99.9=158975, 99.99=158975] 
2020-03-27 13:48:47:592 246 sec: 2805 operations; 10.9 current ops/sec; est completion in 10 days 4 hours [SCAN: Count=109, Max=160127, Min=15744, Avg=91350.94, 90=157695, 99=159615, 99.9=160127, 99.99=160127] 
2020-03-27 13:48:57:592 256 sec: 2916 operations; 11.1 current ops/sec; est completion in 10 days 4 hours [SCAN: Count=111, Max=171263, Min=15632, Avg=90238.09, 90=155647, 99=158975, 99.9=171263, 99.99=171263] 
2020-03-27 13:49:07:592 266 sec: 3039 operations; 12.3 current ops/sec; est completion in 10 days 3 hours [SCAN: Count=123, Max=159359, Min=15672, Avg=81750.7, 90=142975, 99=158463, 99.9=159359, 99.99=159359] 
2020-03-27 13:49:17:592 276 sec: 3160 operations; 12.1 current ops/sec; est completion in 10 days 3 hours [SCAN: Count=121, Max=158847, Min=15656, Avg=82217.49, 90=142719, 99=158335, 99.9=158847, 99.99=158847] 
2020-03-27 13:49:27:592 286 sec: 3277 operations; 11.7 current ops/sec; est completion in 10 days 3 hours [SCAN: Count=117, Max=159231, Min=15632, Avg=85371.18, 90=142975, 99=158847, 99.9=159231, 99.99=159231] 
2020-03-27 13:49:37:592 296 sec: 3394 operations; 11.7 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=117, Max=158591, Min=15696, Avg=85692.14, 90=142335, 99=158463, 99.9=158591, 99.99=158591] 
2020-03-27 13:49:47:592 306 sec: 3513 operations; 11.9 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=119, Max=158719, Min=15648, Avg=83716.17, 90=157823, 99=158591, 99.9=158719, 99.99=158719] 
2020-03-27 13:49:57:592 316 sec: 3627 operations; 11.4 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=114, Max=158847, Min=15736, Avg=87787.79, 90=157823, 99=158463, 99.9=158847, 99.99=158847] 
2020-03-27 13:50:07:592 326 sec: 3740 operations; 11.3 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=113, Max=158591, Min=15816, Avg=88040.5, 90=156159, 99=158591, 99.9=158591, 99.99=158591] 
2020-03-27 13:50:17:592 336 sec: 3862 operations; 12.2 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=122, Max=158847, Min=15512, Avg=82721.67, 90=142463, 99=158335, 99.9=158847, 99.99=158847] 
2020-03-27 13:50:27:592 346 sec: 3974 operations; 11.2 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=112, Max=159359, Min=15640, Avg=88430.89, 90=143103, 99=158847, 99.9=159359, 99.99=159359] 
2020-03-27 13:50:37:592 356 sec: 4087 operations; 11.3 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=113, Max=158719, Min=15632, Avg=89195.33, 90=157823, 99=158591, 99.9=158719, 99.99=158719] 
2020-03-27 13:50:47:592 366 sec: 4207 operations; 12 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=120, Max=158847, Min=15776, Avg=83094, 90=142719, 99=158847, 99.9=158847, 99.99=158847] 
2020-03-27 13:50:57:592 376 sec: 4322 operations; 11.5 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=115, Max=171647, Min=15600, Avg=87118.68, 90=157183, 99=159487, 99.9=171647, 99.99=171647] 
2020-03-27 13:51:07:592 386 sec: 4427 operations; 10.5 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=105, Max=164735, Min=15688, Avg=95338.17, 90=157823, 99=158847, 99.9=164735, 99.99=164735] 
2020-03-27 13:51:17:592 396 sec: 4549 operations; 12.2 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=122, Max=159999, Min=15656, Avg=81488.98, 90=142975, 99=158847, 99.9=159999, 99.99=159999] 
2020-03-27 13:51:27:592 406 sec: 4653 operations; 10.4 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=104, Max=161791, Min=15768, Avg=95587.77, 90=158463, 99=160127, 99.9=161791, 99.99=161791] 
2020-03-27 13:51:37:592 416 sec: 4761 operations; 10.8 current ops/sec; est completion in 10 days 3 hours [SCAN: Count=108, Max=158975, Min=15768, Avg=93337.44, 90=157695, 99=158847, 99.9=158975, 99.99=158975] 
2020-03-27 13:51:47:592 426 sec: 4874 operations; 11.3 current ops/sec; est completion in 10 days 3 hours [SCAN: Count=113, Max=159487, Min=15704, Avg=88540.04, 90=157951, 99=159103, 99.9=159487, 99.99=159487] 
2020-03-27 13:51:57:592 436 sec: 4986 operations; 11.2 current ops/sec; est completion in 10 days 3 hours [SCAN: Count=112, Max=165759, Min=15752, Avg=88048.5, 90=142591, 99=158719, 99.9=165759, 99.99=165759] 
2020-03-27 13:52:07:592 446 sec: 5107 operations; 12.1 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=121, Max=171263, Min=15704, Avg=83199.07, 90=143103, 99=158847, 99.9=171263, 99.99=171263] 
2020-03-27 13:52:17:592 456 sec: 5219 operations; 11.2 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=112, Max=170367, Min=15480, Avg=89791.29, 90=157183, 99=159487, 99.9=170367, 99.99=170367] 
2020-03-27 13:52:27:592 466 sec: 5340 operations; 12.1 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=121, Max=158975, Min=15760, Avg=82047.7, 90=143231, 99=158463, 99.9=158975, 99.99=158975] 
2020-03-27 13:52:37:592 476 sec: 5455 operations; 11.5 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=115, Max=159999, Min=15688, Avg=87567.93, 90=142975, 99=158847, 99.9=159999, 99.99=159999] 
2020-03-27 13:52:47:592 486 sec: 5568 operations; 11.3 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=113, Max=159615, Min=15720, Avg=88109.52, 90=142719, 99=159487, 99.9=159615, 99.99=159615] 
2020-03-27 13:52:57:592 496 sec: 5681 operations; 11.3 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=113, Max=159103, Min=15728, Avg=88758.02, 90=157439, 99=158975, 99.9=159103, 99.99=159103] 
2020-03-27 13:53:07:592 506 sec: 5799 operations; 11.8 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=118, Max=171647, Min=15720, Avg=84216.81, 90=142847, 99=171519, 99.9=171647, 99.99=171647] 
2020-03-27 13:53:17:592 516 sec: 5917 operations; 11.8 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=118, Max=169727, Min=15480, Avg=84681.19, 90=155647, 99=158847, 99.9=169727, 99.99=169727] 
2020-03-27 13:53:27:592 526 sec: 6031 operations; 11.4 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=114, Max=158847, Min=15688, Avg=87054.91, 90=142719, 99=158335, 99.9=158847, 99.99=158847] 
2020-03-27 13:53:37:592 536 sec: 6136 operations; 10.5 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=105, Max=171263, Min=15568, Avg=96697.26, 90=158079, 99=158975, 99.9=171263, 99.99=171263] 
2020-03-27 13:53:47:592 546 sec: 6250 operations; 11.4 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=114, Max=158591, Min=15608, Avg=87103.05, 90=142591, 99=158335, 99.9=158591, 99.99=158591] 
2020-03-27 13:53:57:592 556 sec: 6367 operations; 11.7 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=117, Max=158975, Min=15744, Avg=85952.75, 90=142719, 99=158591, 99.9=158975, 99.99=158975] 
2020-03-27 13:54:07:592 566 sec: 6487 operations; 12 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=120, Max=163967, Min=15688, Avg=83308.2, 90=142847, 99=158847, 99.9=163967, 99.99=163967] 
2020-03-27 13:54:17:592 576 sec: 6600 operations; 11.3 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=113, Max=159999, Min=15616, Avg=88473.06, 90=142847, 99=158591, 99.9=159999, 99.99=159999] 
2020-03-27 13:54:27:592 586 sec: 6711 operations; 11.1 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=111, Max=158591, Min=15632, Avg=89685.19, 90=157567, 99=158463, 99.9=158591, 99.99=158591] 
2020-03-27 13:54:37:592 596 sec: 6824 operations; 11.3 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=113, Max=170751, Min=15736, Avg=88362.34, 90=157823, 99=158975, 99.9=170751, 99.99=170751] 
2020-03-27 13:54:47:592 606 sec: 6938 operations; 11.4 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=114, Max=158719, Min=15736, Avg=88092.28, 90=143231, 99=158719, 99.9=158719, 99.99=158719] 
2020-03-27 13:54:57:592 616 sec: 7045 operations; 10.7 current ops/sec; est completion in 10 days 3 hours [SCAN: Count=107, Max=159231, Min=15760, Avg=92592.79, 90=158463, 99=159103, 99.9=159231, 99.99=159231] 
2020-03-27 13:55:07:592 626 sec: 7155 operations; 11 current ops/sec; est completion in 10 days 3 hours [SCAN: Count=110, Max=158719, Min=15696, Avg=91254.95, 90=142463, 99=158591, 99.9=158719, 99.99=158719] 
2020-03-27 13:55:17:592 636 sec: 7269 operations; 11.4 current ops/sec; est completion in 10 days 3 hours [SCAN: Count=114, Max=160511, Min=15536, Avg=88050.35, 90=143359, 99=158847, 99.9=160511, 99.99=160511] 
2020-03-27 13:55:27:592 646 sec: 7390 operations; 12.1 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=121, Max=171135, Min=15688, Avg=82408.07, 90=142463, 99=158591, 99.9=171135, 99.99=171135] 
2020-03-27 13:55:37:592 656 sec: 7517 operations; 12.7 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=127, Max=170879, Min=15696, Avg=79090.3, 90=155775, 99=158847, 99.9=170879, 99.99=170879] 
2020-03-27 13:55:47:592 666 sec: 7628 operations; 11.1 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=111, Max=158719, Min=15728, Avg=89904.07, 90=143103, 99=158463, 99.9=158719, 99.99=158719] 
2020-03-27 13:55:57:592 676 sec: 7749 operations; 12.1 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=121, Max=159231, Min=15800, Avg=82614.18, 90=142847, 99=158591, 99.9=159231, 99.99=159231] 
2020-03-27 13:56:07:592 686 sec: 7863 operations; 11.4 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=114, Max=163199, Min=15728, Avg=87863.12, 90=157695, 99=160383, 99.9=163199, 99.99=163199] 
2020-03-27 13:56:17:592 696 sec: 7966 operations; 10.3 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=103, Max=159359, Min=15664, Avg=96523.69, 90=158079, 99=158975, 99.9=159359, 99.99=159359] 
2020-03-27 13:56:27:592 706 sec: 8078 operations; 11.2 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=112, Max=158847, Min=15760, Avg=89728.04, 90=157439, 99=158719, 99.9=158847, 99.99=158847] 
2020-03-27 13:56:37:592 716 sec: 8199 operations; 12.1 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=121, Max=159743, Min=15728, Avg=82190.02, 90=142591, 99=158463, 99.9=159743, 99.99=159743] 
2020-03-27 13:56:47:592 726 sec: 8319 operations; 12 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=120, Max=158975, Min=15752, Avg=83242.17, 90=142207, 99=158975, 99.9=158975, 99.99=158975] 
2020-03-27 13:56:57:592 736 sec: 8438 operations; 11.9 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=119, Max=158975, Min=15680, Avg=84301.24, 90=142975, 99=158847, 99.9=158975, 99.99=158975] 
2020-03-27 13:57:07:592 746 sec: 8548 operations; 11 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=110, Max=158975, Min=15504, Avg=90307.89, 90=156799, 99=158719, 99.9=158975, 99.99=158975] 
2020-03-27 13:57:17:592 756 sec: 8667 operations; 11.9 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=119, Max=170879, Min=15760, Avg=84824.3, 90=158079, 99=158975, 99.9=170879, 99.99=170879] 
2020-03-27 13:57:27:592 766 sec: 8786 operations; 11.9 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=119, Max=158719, Min=15672, Avg=83431.43, 90=157311, 99=158591, 99.9=158719, 99.99=158719] 
2020-03-27 13:57:37:592 776 sec: 8902 operations; 11.6 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=116, Max=159359, Min=15616, Avg=86773.59, 90=158079, 99=158847, 99.9=159359, 99.99=159359] 
2020-03-27 13:57:47:592 786 sec: 9009 operations; 10.7 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=107, Max=171647, Min=15648, Avg=92213.46, 90=158207, 99=159487, 99.9=171647, 99.99=171647] 
2020-03-27 13:57:57:592 796 sec: 9120 operations; 11.1 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=111, Max=171007, Min=15664, Avg=90929.87, 90=157695, 99=161919, 99.9=171007, 99.99=171007] 
2020-03-27 13:58:07:592 806 sec: 9229 operations; 10.9 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=109, Max=158719, Min=15600, Avg=92049.5, 90=157951, 99=158591, 99.9=158719, 99.99=158719] 
2020-03-27 13:58:17:592 816 sec: 9342 operations; 11.3 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=113, Max=158975, Min=15440, Avg=87949.77, 90=156159, 99=158719, 99.9=158975, 99.99=158975] 
2020-03-27 13:58:27:592 826 sec: 9458 operations; 11.6 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=116, Max=158463, Min=15600, Avg=86220.31, 90=142847, 99=158335, 99.9=158463, 99.99=158463] 
2020-03-27 13:58:37:592 836 sec: 9564 operations; 10.6 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=106, Max=158847, Min=15776, Avg=94811.81, 90=158207, 99=158591, 99.9=158847, 99.99=158847] 
2020-03-27 13:58:47:592 846 sec: 9677 operations; 11.3 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=113, Max=159103, Min=15664, Avg=88059.33, 90=157951, 99=158975, 99.9=159103, 99.99=159103] 
2020-03-27 13:58:57:592 856 sec: 9800 operations; 12.3 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=123, Max=158719, Min=15680, Avg=81558.5, 90=142719, 99=158591, 99.9=158719, 99.99=158719] 
2020-03-27 13:59:07:592 866 sec: 9917 operations; 11.7 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=117, Max=159103, Min=15728, Avg=84916.99, 90=157951, 99=158719, 99.9=159103, 99.99=159103] 
2020-03-27 13:59:17:592 876 sec: 10038 operations; 12.1 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=121, Max=158847, Min=15776, Avg=82967.67, 90=142719, 99=158719, 99.9=158847, 99.99=158847] 
2020-03-27 13:59:27:592 886 sec: 10152 operations; 11.4 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=114, Max=158847, Min=15576, Avg=87370.7, 90=156927, 99=158591, 99.9=158847, 99.99=158847] 
2020-03-27 13:59:37:592 896 sec: 10269 operations; 11.7 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=117, Max=158975, Min=15560, Avg=85492.68, 90=142207, 99=158719, 99.9=158975, 99.99=158975] 
2020-03-27 13:59:47:592 906 sec: 10381 operations; 11.2 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=112, Max=158719, Min=15608, Avg=89685.86, 90=158079, 99=158719, 99.9=158719, 99.99=158719] 
2020-03-27 13:59:57:592 916 sec: 10504 operations; 12.3 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=123, Max=159103, Min=15656, Avg=80810.76, 90=142335, 99=158975, 99.9=159103, 99.99=159103] 
2020-03-27 14:00:07:592 926 sec: 10620 operations; 11.6 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=116, Max=158719, Min=15736, Avg=86884.1, 90=157439, 99=158719, 99.9=158719, 99.99=158719] 
2020-03-27 14:00:17:592 936 sec: 10727 operations; 10.7 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=107, Max=159103, Min=15728, Avg=92309.57, 90=157951, 99=159103, 99.9=159103, 99.99=159103] 
2020-03-27 14:00:27:592 946 sec: 10842 operations; 11.5 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=115, Max=158847, Min=15744, Avg=87991.44, 90=142719, 99=158591, 99.9=158847, 99.99=158847] 
2020-03-27 14:00:37:592 956 sec: 10960 operations; 11.8 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=118, Max=158847, Min=15304, Avg=84498.78, 90=142591, 99=158207, 99.9=158847, 99.99=158847] 
2020-03-27 14:00:47:592 966 sec: 11082 operations; 12.2 current ops/sec; est completion in 10 days 2 hours [SCAN: Count=122, Max=183167, Min=15688, Avg=81903.67, 90=142591, 99=158719, 99.9=183167, 99.99=183167] 
2020-03-27 14:00:57:592 976 sec: 11203 operations; 12.1 current ops/sec; est completion in 10 days 1 hour [SCAN: Count=121, Max=159359, Min=15672, Avg=81958.71, 90=142591, 99=158463, 99.9=159359, 99.99=159359] 
