/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2100 secs
2020-03-23 06:26:50:029 0 sec: 0 operations; est completion in 0 second 
2020-03-23 06:27:00:012 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-03-23 06:27:10:011 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(0, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
Loading oblivious tables.
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-03-23 06:27:20:011 1 sec: 128 operations; 12.8 current ops/sec; est completion in 1 day 5 hours [READ: Count=128, Max=14879, Min=9568, Avg=10129.38, 90=10407, 99=14631, 99.9=14879, 99.99=14879] 
2020-03-23 06:40:10:011 771 sec: 78650 operations; 102.6 current ops/sec; est completion in 1 day 3 hours [READ: Count=1026, Max=20047, Min=9352, Avg=9743.69, 90=9831, 99=10423, 99.9=19967, 99.99=20047] 
2020-03-23 06:40:20:011 781 sec: 79672 operations; 102.2 current ops/sec; est completion in 1 day 3 hours [READ: Count=1022, Max=20143, Min=9408, Avg=9768.02, 90=9847, 99=10167, 99.9=20079, 99.99=20143] 
2020-03-23 06:40:30:011 791 sec: 80693 operations; 102.1 current ops/sec; est completion in 1 day 3 hours [READ: Count=1021, Max=20223, Min=9464, Avg=9791.69, 90=9839, 99=11951, 99.9=20159, 99.99=20223] 
2020-03-23 06:40:40:011 801 sec: 81711 operations; 101.8 current ops/sec; est completion in 1 day 3 hours [READ: Count=1018, Max=19999, Min=9288, Avg=9806.81, 90=9855, 99=11903, 99.9=19999, 99.99=19999] 
2020-03-23 06:40:50:011 811 sec: 82739 operations; 102.8 current ops/sec; est completion in 1 day 3 hours [READ: Count=1028, Max=11639, Min=9392, Avg=9724.7, 90=9831, 99=9967, 99.9=10399, 99.99=11639] 
2020-03-23 06:41:00:011 821 sec: 83764 operations; 102.5 current ops/sec; est completion in 1 day 3 hours [READ: Count=1025, Max=20111, Min=9288, Avg=9740.91, 90=9839, 99=10039, 99.9=19791, 99.99=20111] 
2020-03-23 06:41:10:011 831 sec: 84785 operations; 102.1 current ops/sec; est completion in 1 day 3 hours [READ: Count=1021, Max=20143, Min=9280, Avg=9790.5, 90=9855, 99=11415, 99.9=20079, 99.99=20143] 
2020-03-23 06:41:20:011 841 sec: 85808 operations; 102.3 current ops/sec; est completion in 1 day 3 hours [READ: Count=1023, Max=20047, Min=9344, Avg=9759.84, 90=9839, 99=10007, 99.9=20015, 99.99=20047] 
2020-03-23 06:41:30:013 851 sec: 86829 operations; 102.1 current ops/sec; est completion in 1 day 2 hours [READ: Count=1021, Max=19999, Min=9344, Avg=9785.34, 90=9847, 99=10479, 99.9=19935, 99.99=19999] 
2020-03-23 06:41:40:011 861 sec: 87850 operations; 102.1 current ops/sec; est completion in 1 day 2 hours [READ: Count=1021, Max=20079, Min=9368, Avg=9781.54, 90=9855, 99=10455, 99.9=19983, 99.99=20079] 
2020-03-23 06:41:50:011 871 sec: 88869 operations; 101.9 current ops/sec; est completion in 1 day 2 hours [READ: Count=1019, Max=20655, Min=9384, Avg=9809.74, 90=9839, 99=11951, 99.9=20127, 99.99=20655] 
2020-03-23 06:42:00:011 881 sec: 89889 operations; 102 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=20095, Min=9192, Avg=9787.83, 90=9847, 99=11999, 99.9=20079, 99.99=20095] 
2020-03-23 06:42:10:011 891 sec: 90903 operations; 101.4 current ops/sec; est completion in 1 day 2 hours [READ: Count=1014, Max=20191, Min=9408, Avg=9852.94, 90=9871, 99=12031, 99.9=20175, 99.99=20191] 
2020-03-23 06:42:20:011 901 sec: 91929 operations; 102.6 current ops/sec; est completion in 1 day 2 hours [READ: Count=1026, Max=11687, Min=9432, Avg=9745.29, 90=9903, 99=10071, 99.9=10303, 99.99=11687] 
2020-03-23 06:42:30:011 911 sec: 92951 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=11639, Min=9280, Avg=9775.04, 90=9991, 99=10111, 99.9=10487, 99.99=11639] 
2020-03-23 06:42:40:012 921 sec: 93968 operations; 101.7 current ops/sec; est completion in 1 day 2 hours [READ: Count=1017, Max=20063, Min=9352, Avg=9824.34, 90=9847, 99=12119, 99.9=20031, 99.99=20063] 
2020-03-23 06:42:50:011 931 sec: 94990 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=20367, Min=9344, Avg=9772.75, 90=9839, 99=11727, 99.9=20095, 99.99=20367] 
2020-03-23 06:43:00:011 941 sec: 96005 operations; 101.5 current ops/sec; est completion in 1 day 2 hours [READ: Count=1015, Max=20111, Min=9416, Avg=9836.94, 90=9863, 99=12079, 99.9=20079, 99.99=20111] 
2020-03-23 06:43:10:011 951 sec: 97023 operations; 101.8 current ops/sec; est completion in 1 day 2 hours [READ: Count=1018, Max=20207, Min=9272, Avg=9812.92, 90=9855, 99=11999, 99.9=20095, 99.99=20207] 
2020-03-23 06:43:20:011 961 sec: 98045 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=20127, Min=9224, Avg=9777.73, 90=9839, 99=12023, 99.9=20047, 99.99=20127] 
2020-03-23 06:43:30:011 971 sec: 99065 operations; 102 current ops/sec; est completion in 1 day 2 hours [READ: Count=1020, Max=20095, Min=9360, Avg=9795.11, 90=9855, 99=11983, 99.9=20063, 99.99=20095] 
2020-03-23 06:43:40:011 981 sec: 100086 operations; 102.1 current ops/sec; est completion in 1 day 2 hours [READ: Count=1021, Max=20143, Min=9328, Avg=9785.34, 90=9831, 99=10559, 99.9=20111, 99.99=20143] 
2020-03-23 06:43:50:011 991 sec: 101111 operations; 102.5 current ops/sec; est completion in 1 day 2 hours [READ: Count=1025, Max=20399, Min=9296, Avg=9748.69, 90=9831, 99=9975, 99.9=20047, 99.99=20399] 
2020-03-23 06:44:00:011 1001 sec: 102136 operations; 102.5 current ops/sec; est completion in 1 day 2 hours [READ: Count=1025, Max=20015, Min=9328, Avg=9738.19, 90=9831, 99=9999, 99.9=19967, 99.99=20015] 
2020-03-23 06:44:10:011 1011 sec: 103159 operations; 102.3 current ops/sec; est completion in 1 day 2 hours [READ: Count=1023, Max=20127, Min=9072, Avg=9766.64, 90=9839, 99=11879, 99.9=20079, 99.99=20127] 
2020-03-23 06:44:20:011 1021 sec: 104182 operations; 102.3 current ops/sec; est completion in 1 day 2 hours [READ: Count=1023, Max=20095, Min=9328, Avg=9769.69, 90=9839, 99=9967, 99.9=20095, 99.99=20095] 
2020-03-23 06:44:30:011 1031 sec: 105204 operations; 102.2 current ops/sec; est completion in 1 day 2 hours [READ: Count=1022, Max=20063, Min=9304, Avg=9773.56, 90=9839, 99=10087, 99.9=19999, 99.99=20063] 
2020-03-23 06:44:40:011 1041 sec: 106221 operations; 101.7 current ops/sec; est completion in 1 day 2 hours [READ: Count=1017, Max=20143, Min=9424, Avg=9825.51, 90=9847, 99=12007, 99.9=20143, 99.99=20143] 
2020-03-23 06:44:50:011 1051 sec: 107247 operations; 102.6 current ops/sec; est completion in 1 day 2 hours [READ: Count=1026, Max=11799, Min=9400, Avg=9734.61, 90=9847, 99=9943, 99.9=9991, 99.99=11799] 
2020-03-23 06:45:00:011 1061 sec: 108266 operations; 101.9 current ops/sec; est completion in 1 day 2 hours [READ: Count=1019, Max=20239, Min=9352, Avg=9804.78, 90=9863, 99=12007, 99.9=20159, 99.99=20239] 
