/usr/lib/jvm/java-8-oracle/bin/java -cp /home/gsd/pgs/ycsb/postgrenosql-binding/conf:/home/gsd/pgs/ycsb/conf:/home/gsd/pgs/ycsb/lib/postgresql-9.4.1212.jre7.jar:/home/gsd/pgs/ycsb/lib/json-simple-1.1.1.jar:/home/gsd/pgs/ycsb/lib/postgrenosql-binding-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/HdrHistogram-2.1.11.jar:/home/gsd/pgs/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/home/gsd/pgs/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/slf4j-simple-1.7.13.jar:/home/gsd/pgs/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/gsd/pgs/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/gsd/pgs/ycsb/lib/slf4j-api-1.7.13.jar site.ycsb.Client -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
Command line: -db site.ycsb.postgrenosql.PostgreNoSQLDBClient -s -P workloads/workloada -P postgrenosql.properties -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Maximum execution time specified as: 2400 secs
2020-04-06 21:42:36:998 0 sec: 0 operations; est completion in 0 second 
2020-04-06 21:42:46:982 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:42:56:981 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Init soe select init_soe(1, CAST( get_ftw_oid() as INTEGER), 1, CAST (get_original_index_oid() as INTEGER))
2020-04-06 21:43:06:981 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:43:16:981 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:43:26:981 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:43:36:981 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:43:46:981 70 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Loading oblivious tables.
2020-04-06 21:43:56:981 80 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:44:06:981 90 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:44:16:982 100 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:44:26:981 110 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:44:36:981 120 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:44:46:981 130 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:44:56:981 140 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:45:06:981 150 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:45:16:981 160 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:45:26:981 170 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:45:36:981 180 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:45:46:981 190 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:45:56:981 200 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:46:06:981 210 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:46:16:981 220 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:46:26:981 230 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:46:36:981 240 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:46:46:981 250 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:46:56:981 260 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:47:06:981 270 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:47:16:981 280 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:47:26:981 290 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:47:36:981 300 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:47:46:981 310 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:47:56:981 320 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:48:06:981 330 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:48:16:981 340 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:48:26:981 350 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:48:36:981 360 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:48:46:981 370 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2020-04-06 21:48:56:981 380 sec: 0 operations; est completion in 106751991167300 days 15 hours 
Load complete
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2020-04-06 21:49:06:981 7 sec: 1176 operations; 117.6 current ops/sec; est completion in 18 hours 10 minutes [READ: Count=1176, Max=14263, Min=5808, Avg=6454.96, 90=6739, 99=7519, 99.9=10671, 99.99=14263] 
2020-04-06 21:52:56:981 237 sec: 37469 operations; 160.4 current ops/sec; est completion in 17 hours 33 minutes [READ: Count=1605, Max=14223, Min=5628, Avg=6217.01, 90=6375, 99=6639, 99.9=13679, 99.99=14223] 
2020-04-06 21:53:06:981 247 sec: 39077 operations; 160.8 current ops/sec; est completion in 17 hours 32 minutes [READ: Count=1607, Max=14399, Min=5520, Avg=6205.43, 90=6363, 99=7599, 99.9=14055, 99.99=14399] 
2020-04-06 21:53:16:981 257 sec: 40664 operations; 158.7 current ops/sec; est completion in 17 hours 31 minutes [READ: Count=1587, Max=13423, Min=5808, Avg=6285.07, 90=6467, 99=6671, 99.9=9263, 99.99=13423] 
2020-04-06 21:53:26:981 267 sec: 42260 operations; 159.6 current ops/sec; est completion in 17 hours 31 minutes [READ: Count=1596, Max=13351, Min=5564, Avg=6247.85, 90=6407, 99=6639, 99.9=12711, 99.99=13351] 
2020-04-06 21:53:36:981 277 sec: 43856 operations; 159.6 current ops/sec; est completion in 17 hours 30 minutes [READ: Count=1596, Max=21359, Min=5604, Avg=6251.44, 90=6479, 99=6651, 99.9=11063, 99.99=21359] 
2020-04-06 21:53:46:981 287 sec: 45438 operations; 158.2 current ops/sec; est completion in 17 hours 30 minutes [READ: Count=1582, Max=13583, Min=5808, Avg=6302.65, 90=6499, 99=6679, 99.9=12567, 99.99=13583] 
2020-04-06 21:53:56:981 297 sec: 47012 operations; 157.4 current ops/sec; est completion in 17 hours 30 minutes [READ: Count=1574, Max=20543, Min=5768, Avg=6336.8, 90=6499, 99=8439, 99.9=14495, 99.99=20543] 
2020-04-06 21:54:06:981 307 sec: 48592 operations; 158 current ops/sec; est completion in 17 hours 30 minutes [READ: Count=1580, Max=9335, Min=5708, Avg=6311.96, 90=6507, 99=6679, 99.9=9303, 99.99=9335] 
2020-04-06 21:54:16:981 317 sec: 50181 operations; 158.9 current ops/sec; est completion in 17 hours 29 minutes [READ: Count=1589, Max=9703, Min=5508, Avg=6276.62, 90=6495, 99=6691, 99.9=9559, 99.99=9703] 
2020-04-06 21:54:26:981 327 sec: 51771 operations; 159 current ops/sec; est completion in 17 hours 29 minutes [READ: Count=1590, Max=14263, Min=5652, Avg=6273.58, 90=6375, 99=9111, 99.9=14223, 99.99=14263] 
2020-04-06 21:54:36:981 337 sec: 53363 operations; 159.2 current ops/sec; est completion in 17 hours 29 minutes [READ: Count=1592, Max=14327, Min=5544, Avg=6264.69, 90=6371, 99=9047, 99.9=14271, 99.99=14327] 
2020-04-06 21:54:46:981 347 sec: 54956 operations; 159.3 current ops/sec; est completion in 17 hours 28 minutes [READ: Count=1593, Max=14223, Min=5796, Avg=6258.48, 90=6371, 99=7283, 99.9=14047, 99.99=14223] 
2020-04-06 21:54:56:981 357 sec: 56546 operations; 159 current ops/sec; est completion in 17 hours 28 minutes [READ: Count=1590, Max=14383, Min=5608, Avg=6273.73, 90=6375, 99=9127, 99.9=14327, 99.99=14383] 
2020-04-06 21:55:06:981 367 sec: 58128 operations; 158.2 current ops/sec; est completion in 17 hours 28 minutes [READ: Count=1582, Max=14231, Min=5788, Avg=6305.74, 90=6395, 99=9111, 99.9=14175, 99.99=14231] 
2020-04-06 21:55:16:981 377 sec: 59725 operations; 159.7 current ops/sec; est completion in 17 hours 27 minutes [READ: Count=1597, Max=13999, Min=5640, Avg=6245.01, 90=6391, 99=7607, 99.9=13975, 99.99=13999] 
2020-04-06 21:55:26:981 387 sec: 61323 operations; 159.8 current ops/sec; est completion in 17 hours 27 minutes [READ: Count=1598, Max=14271, Min=5752, Avg=6240.28, 90=6367, 99=7571, 99.9=14023, 99.99=14271] 
2020-04-06 21:55:36:981 397 sec: 62924 operations; 160.1 current ops/sec; est completion in 17 hours 26 minutes [READ: Count=1601, Max=14415, Min=5528, Avg=6238.07, 90=6359, 99=7487, 99.9=14311, 99.99=14415] 
2020-04-06 21:55:46:981 407 sec: 64521 operations; 159.7 current ops/sec; est completion in 17 hours 26 minutes [READ: Count=1597, Max=14231, Min=5688, Avg=6252.39, 90=6367, 99=8943, 99.9=14079, 99.99=14231] 
2020-04-06 21:55:56:981 417 sec: 66125 operations; 160.4 current ops/sec; est completion in 17 hours 25 minutes [READ: Count=1604, Max=14335, Min=5584, Avg=6225.3, 90=6355, 99=7651, 99.9=14311, 99.99=14335] 
2020-04-06 21:56:06:981 427 sec: 67732 operations; 160.7 current ops/sec; est completion in 17 hours 25 minutes [READ: Count=1607, Max=14415, Min=5420, Avg=6214.84, 90=6355, 99=9119, 99.9=14135, 99.99=14415] 
2020-04-06 21:56:16:981 437 sec: 69339 operations; 160.7 current ops/sec; est completion in 17 hours 24 minutes [READ: Count=1607, Max=14151, Min=5608, Avg=6213.22, 90=6359, 99=7451, 99.9=14103, 99.99=14151] 
2020-04-06 21:56:26:981 447 sec: 70940 operations; 160.1 current ops/sec; est completion in 17 hours 24 minutes [READ: Count=1601, Max=14463, Min=5616, Avg=6236.26, 90=6359, 99=7611, 99.9=14367, 99.99=14463] 
2020-04-06 21:56:36:981 457 sec: 72547 operations; 160.7 current ops/sec; est completion in 17 hours 23 minutes [READ: Count=1607, Max=14295, Min=5568, Avg=6213.28, 90=6355, 99=6551, 99.9=13999, 99.99=14295] 
2020-04-06 21:56:46:981 467 sec: 74161 operations; 161.4 current ops/sec; est completion in 17 hours 23 minutes [READ: Count=1614, Max=14375, Min=5436, Avg=6187.97, 90=6359, 99=7599, 99.9=14071, 99.99=14375] 
2020-04-06 21:56:56:981 477 sec: 75757 operations; 159.6 current ops/sec; est completion in 17 hours 22 minutes [READ: Count=1596, Max=14543, Min=5764, Avg=6257.44, 90=6367, 99=7859, 99.9=14279, 99.99=14543] 
2020-04-06 21:57:06:982 487 sec: 77344 operations; 158.7 current ops/sec; est completion in 17 hours 22 minutes [READ: Count=1587, Max=14295, Min=5644, Avg=6293.5, 90=6387, 99=9175, 99.9=14215, 99.99=14295] 
2020-04-06 21:57:16:981 497 sec: 78949 operations; 160.5 current ops/sec; est completion in 17 hours 22 minutes [READ: Count=1605, Max=14191, Min=5676, Avg=6220.58, 90=6387, 99=6643, 99.9=9063, 99.99=14191] 
2020-04-06 21:57:26:981 507 sec: 80557 operations; 160.8 current ops/sec; est completion in 17 hours 21 minutes [READ: Count=1608, Max=7911, Min=5708, Avg=6208.48, 90=6383, 99=6567, 99.9=6695, 99.99=7911] 
2020-04-06 21:57:36:981 517 sec: 82151 operations; 159.4 current ops/sec; est completion in 17 hours 21 minutes [READ: Count=1594, Max=10759, Min=5856, Avg=6266.08, 90=6443, 99=6607, 99.9=9023, 99.99=10759] 
2020-04-06 21:57:46:981 527 sec: 83745 operations; 159.4 current ops/sec; est completion in 17 hours 21 minutes [READ: Count=1594, Max=14151, Min=5736, Avg=6262.84, 90=6435, 99=6671, 99.9=13887, 99.99=14151] 
2020-04-06 21:57:56:981 537 sec: 85354 operations; 160.9 current ops/sec; est completion in 17 hours 20 minutes [READ: Count=1609, Max=14343, Min=5664, Avg=6209.37, 90=6351, 99=7187, 99.9=14287, 99.99=14343] 
2020-04-06 21:58:06:981 547 sec: 86950 operations; 159.6 current ops/sec; est completion in 17 hours 20 minutes [READ: Count=1596, Max=14463, Min=5552, Avg=6256.66, 90=6367, 99=8935, 99.9=14399, 99.99=14463] 
2020-04-06 21:58:16:981 557 sec: 88565 operations; 161.5 current ops/sec; est completion in 17 hours 20 minutes [READ: Count=1615, Max=14311, Min=5428, Avg=6183.21, 90=6343, 99=7087, 99.9=14151, 99.99=14311] 
2020-04-06 21:58:26:981 567 sec: 90173 operations; 160.8 current ops/sec; est completion in 17 hours 19 minutes [READ: Count=1608, Max=16511, Min=5440, Avg=6207.9, 90=6363, 99=8799, 99.9=14423, 99.99=16511] 
2020-04-06 21:58:36:981 577 sec: 91788 operations; 161.5 current ops/sec; est completion in 17 hours 19 minutes [READ: Count=1615, Max=14215, Min=5412, Avg=6185.19, 90=6351, 99=6555, 99.9=13831, 99.99=14215] 
2020-04-06 21:58:46:981 587 sec: 93410 operations; 162.2 current ops/sec; est completion in 17 hours 18 minutes [READ: Count=1622, Max=14295, Min=5372, Avg=6156.6, 90=6339, 99=6859, 99.9=14087, 99.99=14295] 
2020-04-06 21:58:56:981 597 sec: 95014 operations; 160.4 current ops/sec; est completion in 17 hours 18 minutes [READ: Count=1604, Max=14303, Min=5584, Avg=6226.24, 90=6359, 99=7583, 99.9=14231, 99.99=14303] 
2020-04-06 21:59:06:981 607 sec: 96616 operations; 160.2 current ops/sec; est completion in 17 hours 18 minutes [READ: Count=1602, Max=14375, Min=5392, Avg=6231.13, 90=6367, 99=7575, 99.9=14295, 99.99=14375] 
2020-04-06 21:59:16:981 617 sec: 98213 operations; 159.7 current ops/sec; est completion in 17 hours 17 minutes [READ: Count=1597, Max=14519, Min=5648, Avg=6254.04, 90=6451, 99=6699, 99.9=14247, 99.99=14519] 
2020-04-06 21:59:26:981 627 sec: 99801 operations; 158.8 current ops/sec; est completion in 17 hours 17 minutes [READ: Count=1588, Max=8287, Min=5856, Avg=6287.44, 90=6495, 99=6627, 99.9=7915, 99.99=8287] 
2020-04-06 21:59:36:981 637 sec: 101409 operations; 160.8 current ops/sec; est completion in 17 hours 17 minutes [READ: Count=1608, Max=14287, Min=5372, Avg=6212.32, 90=6383, 99=6599, 99.9=14199, 99.99=14287] 
2020-04-06 21:59:46:981 647 sec: 103011 operations; 160.2 current ops/sec; est completion in 17 hours 17 minutes [READ: Count=1602, Max=14383, Min=5744, Avg=6234.1, 90=6367, 99=7435, 99.9=14255, 99.99=14383] 
2020-04-06 21:59:56:981 657 sec: 104622 operations; 161.1 current ops/sec; est completion in 17 hours 16 minutes [READ: Count=1611, Max=13959, Min=5488, Avg=6195.88, 90=6347, 99=6467, 99.9=13599, 99.99=13959] 
2020-04-06 22:00:06:981 667 sec: 106226 operations; 160.4 current ops/sec; est completion in 17 hours 16 minutes [READ: Count=1604, Max=14287, Min=5580, Avg=6225.75, 90=6347, 99=7627, 99.9=14151, 99.99=14287] 
2020-04-06 22:00:16:981 677 sec: 107827 operations; 160.1 current ops/sec; est completion in 17 hours 16 minutes [READ: Count=1601, Max=14479, Min=5364, Avg=6238.94, 90=6367, 99=9063, 99.9=14439, 99.99=14479] 
2020-04-06 22:00:26:981 687 sec: 109435 operations; 160.8 current ops/sec; est completion in 17 hours 15 minutes [READ: Count=1608, Max=14327, Min=5556, Avg=6210.67, 90=6351, 99=6863, 99.9=14191, 99.99=14327] 
2020-04-06 22:00:36:981 697 sec: 111048 operations; 161.3 current ops/sec; est completion in 17 hours 15 minutes [READ: Count=1613, Max=14527, Min=5388, Avg=6189.18, 90=6363, 99=8807, 99.9=14319, 99.99=14527] 
2020-04-06 22:00:46:981 707 sec: 112634 operations; 158.6 current ops/sec; est completion in 17 hours 15 minutes [READ: Count=1586, Max=14367, Min=5740, Avg=6297.34, 90=6379, 99=9303, 99.9=14263, 99.99=14367] 
2020-04-06 22:00:56:981 717 sec: 114236 operations; 160.2 current ops/sec; est completion in 17 hours 15 minutes [READ: Count=1602, Max=14327, Min=5732, Avg=6232.86, 90=6359, 99=7511, 99.9=14311, 99.99=14327] 
2020-04-06 22:01:06:981 727 sec: 115833 operations; 159.7 current ops/sec; est completion in 17 hours 14 minutes [READ: Count=1597, Max=14223, Min=5744, Avg=6253.8, 90=6363, 99=8991, 99.9=14207, 99.99=14223] 
2020-04-06 22:01:16:981 737 sec: 117428 operations; 159.5 current ops/sec; est completion in 17 hours 14 minutes [READ: Count=1595, Max=14407, Min=5640, Avg=6262.94, 90=6363, 99=9183, 99.9=14311, 99.99=14407] 
2020-04-06 22:01:26:981 747 sec: 119034 operations; 160.6 current ops/sec; est completion in 17 hours 14 minutes [READ: Count=1606, Max=14311, Min=5772, Avg=6215.88, 90=6355, 99=6527, 99.9=14263, 99.99=14311] 
2020-04-06 22:01:36:981 757 sec: 120631 operations; 159.7 current ops/sec; est completion in 17 hours 14 minutes [READ: Count=1597, Max=14423, Min=5776, Avg=6255.66, 90=6363, 99=8543, 99.9=14327, 99.99=14423] 
2020-04-06 22:01:46:981 767 sec: 122227 operations; 159.6 current ops/sec; est completion in 17 hours 14 minutes [READ: Count=1596, Max=14295, Min=5780, Avg=6256.32, 90=6383, 99=7431, 99.9=14271, 99.99=14295] 
